;season;name;log_marketvalue;log_prev_marketvalue;height_cm;age;position;foot;appearances;assists;goals;in_squad;minutes_played;owngoals;penalty;pointspermatch;red;secondyellow;sub_off;sub_on;yellow;marketvalue;prev_marketvalue
933;18/19;Arbër Zeneli;15.501909511534503;15.501909511534503;176.0;24;Forward;right;35.0;14.0;7.0;36.0;2401.0;0.0;3.0;1.4866666666666666;0.0;0.0;14.0;7.0;0.0;5400000.0;5400000.0
934;17/18;Arbër Zeneli;15.414898134544874;15.214227439082721;176.0;23;Forward;right;25.0;10.0;6.0;25.0;1904.0;0.0;1.0;2.06;0.0;0.0;12.0;2.0;0.0;4950000.0;4050000.0
935;16/17;Arbër Zeneli;15.319587954740548;15.414898134544874;176.0;22;Forward;right;38.0;6.0;7.0;40.0;2874.0;0.0;0.0;1.1666666666666667;0.0;0.0;18.0;5.0;0.0;4500000.0;4950000.0
936;19/20;Arda Turan;13.279367126213993;13.487006490992238;177.0;33;Forward;right;12.0;0.0;0.0;16.0;297.0;0.0;0.0;1.13;0.0;0.0;3.0;9.0;2.0;585000.0;720000.0
937;18/19;Arda Turan;13.710150042306449;14.115615150414612;177.0;32;Forward;right;16.0;3.0;0.0;21.0;793.0;0.0;0.0;2.605;0.0;0.0;8.0;7.0;1.0;900000.0;1350000.0
938;17/18;Arda Turan;15.096444403426338;15.725053062848712;177.0;31;Forward;right;11.0;1.0;2.0;12.0;623.0;0.0;0.0;2.09;1.0;0.0;5.0;4.0;1.0;3600000.0;6750000.0
939;16/17;Arda Turan;16.888203872654394;17.04235455248165;177.0;30;Forward;right;30.0;7.0;13.0;44.0;1847.0;0.0;0.0;2.385;0.0;0.0;8.0;10.0;1.0;21600000.0;25200000.0
940;19/20;Aridane Hernández;14.873300852112129;15.096444403426338;188.0;31;Defender;right;23.0;0.0;3.0;25.0;2100.0;0.0;0.0;1.4649999999999999;0.0;0.0;0.0;0.0;6.0;2880000.0;3600000.0
941;18/19;Aridane Hernández;13.353475098367715;13.353475098367715;188.0;30;Defender;right;21.0;0.0;0.0;34.0;1598.0;0.0;0.0;2.24;0.0;1.0;3.0;3.0;7.0;630000.0;630000.0
942;17/18;Aridane Hernández;13.353475098367715;13.710150042306449;188.0;29;Defender;right;29.0;1.0;1.0;40.0;2367.0;0.0;0.0;1.62;0.0;0.0;0.0;3.0;5.0;630000.0;900000.0
943;16/17;Aridane Hernández;13.199324418540456;13.017002861746503;188.0;28;Defender;right;39.0;0.0;2.0;41.0;3505.0;1.0;0.0;1.505;1.0;0.0;1.0;0.0;11.0;540000.0;450000.0
944;19/20;Aritz Aduriz;13.487006490992238;13.710150042306449;181.0;39;Forward;right;17.0;0.0;1.0;20.0;241.0;0.0;0.0;1.645;0.0;0.0;0.0;17.0;4.0;720000.0;900000.0
945;18/19;Aritz Aduriz;13.710150042306449;13.710150042306449;181.0;38;Forward;right;23.0;0.0;6.0;26.0;1118.0;0.0;2.0;1.575;0.0;0.0;9.0;10.0;5.0;900000.0;900000.0
946;17/18;Aritz Aduriz;13.710150042306449;13.710150042306449;181.0;37;Forward;right;48.0;2.0;20.0;50.0;3331.0;0.0;7.0;1.255;0.0;1.0;8.0;14.0;6.0;900000.0;900000.0
947;16/17;Aritz Aduriz;13.710150042306449;14.808762330974558;181.0;36;Forward;right;42.0;6.0;24.0;42.0;3186.0;0.0;8.0;1.97;0.0;1.0;9.0;7.0;10.0;900000.0;2700000.0
948;19/20;Aritz Elustondo;15.789591583986283;16.012735135300492;182.0;26;Defender;right;17.0;1.0;0.0;17.0;1188.0;0.0;0.0;2.46;0.0;0.0;2.0;3.0;1.0;7200000.0;9000000.0
949;18/19;Aritz Elustondo;16.012735135300492;15.725053062848712;182.0;25;Defender;right;29.0;1.0;1.0;34.0;2362.0;0.0;0.0;1.65;0.0;0.0;2.0;4.0;6.0;9000000.0;6750000.0
950;17/18;Aritz Elustondo;15.319587954740548;14.626440774180603;182.0;24;Defender;right;24.0;2.0;3.0;42.0;1972.0;0.0;0.0;1.515;0.0;0.0;3.0;2.0;2.0;4500000.0;2250000.0
951;16/17;Aritz Elustondo;14.626440774180603;14.808762330974558;182.0;23;Defender;right;12.0;1.0;0.0;34.0;714.0;0.0;0.0;1.055;1.0;0.0;2.0;5.0;1.0;2250000.0;2700000.0
952;19/20;Arkadiusz Milik;17.175885945106174;17.399029496420383;186.0;26;Forward;left;22.0;0.0;12.0;27.0;1545.0;0.0;1.0;1.9799999999999998;0.0;0.0;8.0;5.0;5.0;28800000.0;36000000.0
953;18/19;Arkadiusz Milik;17.399029496420383;17.26549810379586;186.0;25;Forward;left;47.0;4.0;20.0;52.0;3153.0;0.0;0.0;1.5625;0.0;0.0;13.0;12.0;7.0;36000000.0;31500000.0
954;17/18;Arkadiusz Milik;16.70588231586044;16.600521800202614;186.0;24;Forward;left;17.0;0.0;6.0;21.0;543.0;0.0;1.0;1.6900000000000002;0.0;0.0;3.0;13.0;2.0;18000000.0;16200000.0
955;16/17;Arkadiusz Milik;16.654589021472887;16.70588231586044;186.0;23;Forward;left;23.0;1.0;8.0;29.0;872.0;0.0;1.0;1.7633333333333334;0.0;0.0;5.0;15.0;3.0;17100000.0;18000000.0
956;19/20;Arkadiusz Reca;14.585618779660347;14.808762330974558;187.0;24;Defender;left;19.0;2.0;0.0;23.0;1579.0;0.0;0.0;1.915;0.0;0.0;6.0;0.0;1.0;2160000.0;2700000.0
957;18/19;Arkadiusz Reca;14.962913010801817;15.045151109038787;187.0;23;Defender;left;5.0;0.0;0.0;37.0;140.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;3150000.0;3420000.0
958;17/18;Arkadiusz Reca;15.096444403426338;12.323855681186558;187.0;22;Defender;left;33.0;6.0;3.0;35.0;2604.0;0.0;0.0;1.61;0.0;0.0;4.0;3.0;3.0;3600000.0;225000.0
959;16/17;Arkadiusz Reca;12.323855681186558;12.506177237980511;187.0;21;Defender;left;32.0;0.0;4.0;33.0;1863.0;0.0;0.0;1.22;0.0;0.0;10.0;13.0;3.0;225000.0;270000.0
960;19/20;Armando Izzo;16.48273876454623;16.70588231586044;183.0;28;Defender;right;29.0;0.0;3.0;30.0;2592.0;0.0;0.0;0.9899999999999999;1.0;1.0;2.0;0.0;5.0;14400000.0;18000000.0
961;18/19;Armando Izzo;16.70588231586044;16.41820024340866;183.0;27;Defender;right;39.0;1.0;4.0;39.0;3432.0;0.0;0.0;1.6;0.0;0.0;4.0;0.0;6.0;18000000.0;13500000.0
962;17/18;Armando Izzo;15.850216205802719;15.501909511534503;183.0;26;Defender;right;16.0;0.0;1.0;17.0;1388.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;7650000.0;5400000.0
963;16/17;Armando Izzo;15.501909511534503;15.58195221920804;183.0;25;Defender;right;30.0;2.0;0.0;32.0;2709.0;2.0;0.0;2.0;0.0;0.0;2.0;0.0;5.0;5400000.0;5850000.0
964;19/20;Arnaud Lusamba;14.585618779660347;14.808762330974558;180.0;23;Midfielder;right;15.0;2.0;1.0;26.0;984.0;0.0;0.0;1.4;0.0;0.0;6.0;4.0;1.0;2160000.0;2700000.0
965;18/19;Arnaud Lusamba;14.403297222866392;14.403297222866392;180.0;22;Midfielder;right;25.0;1.0;0.0;25.0;2118.0;0.0;0.0;1.08;0.0;1.0;4.0;1.0;4.0;1800000.0;1800000.0
966;17/18;Arnaud Lusamba;14.403297222866392;14.403297222866392;180.0;21;Midfielder;right;7.0;1.0;0.0;15.0;283.0;0.0;0.0;0.5;0.0;0.0;1.0;5.0;0.0;1800000.0;1800000.0
967;16/17;Arnaud Lusamba;14.403297222866392;14.403297222866392;180.0;20;Midfielder;right;9.0;1.0;0.0;18.0;442.0;0.0;0.0;1.25;0.0;0.0;2.0;4.0;0.0;1800000.0;1800000.0
968;19/20;Arnaud Nordin;15.214227439082721;15.319587954740548;170.0;21;Forward;left;27.0;0.0;3.0;32.0;1460.0;0.0;0.0;1.9875;0.0;0.0;8.0;12.0;3.0;4050000.0;4500000.0
969;18/19;Arnaud Nordin;14.962913010801817;14.115615150414612;170.0;20;Forward;left;27.0;1.0;3.0;39.0;1203.0;0.0;0.0;1.6533333333333333;0.0;0.0;11.0;14.0;2.0;3150000.0;1350000.0
970;17/18;Arnaud Nordin;13.199324418540456;13.199324418540456;170.0;19;Forward;left;29.0;0.0;6.0;32.0;2134.0;0.0;0.0;1.3466666666666667;0.0;0.0;16.0;4.0;0.0;540000.0;540000.0
971;16/17;Arnaud Nordin;13.199324418540456;13.017002861746503;170.0;18;Forward;left;19.0;0.0;2.0;27.0;840.0;0.0;0.0;0.8;0.0;0.0;4.0;12.0;1.0;540000.0;450000.0
972;19/20;Arnaud Souquet;15.096444403426338;15.319587954740548;179.0;28;Defender;right;28.0;2.0;2.0;30.0;2315.0;0.0;0.0;1.14;0.0;0.0;1.0;3.0;6.0;3600000.0;4500000.0
973;18/19;Arnaud Souquet;14.962913010801817;14.962913010801817;179.0;27;Defender;right;36.0;3.0;0.0;38.0;3090.0;0.0;0.0;1.5233333333333334;0.0;0.0;6.0;1.0;4.0;3150000.0;3150000.0
974;17/18;Arnaud Souquet;15.214227439082721;15.214227439082721;179.0;26;Defender;right;39.0;4.0;1.0;42.0;3299.0;0.0;0.0;1.46;0.0;0.0;3.0;2.0;4.0;4050000.0;4050000.0
975;16/17;Arnaud Souquet;14.962913010801817;13.933293593620657;179.0;25;Defender;right;31.0;5.0;1.0;46.0;2768.0;0.0;0.0;0.72;0.0;0.0;2.0;0.0;3.0;3150000.0;1125000.0
976;19/20;Arnaut Danjuma;15.961441840912943;16.195056692094447;178.0;23;Forward;right;11.0;0.0;0.0;12.0;522.0;0.0;0.0;1.11;0.0;0.0;3.0;6.0;0.0;8550000.0;10800000.0
977;18/19;Arnaut Danjuma;16.195056692094447;16.012735135300492;178.0;22;Forward;right;24.0;4.0;6.0;25.0;1471.0;0.0;0.0;1.434;0.0;0.0;8.0;8.0;0.0;10800000.0;9000000.0
978;17/18;Arnaut Danjuma;14.115615150414612;13.710150042306449;178.0;21;Forward;right;30.0;17.0;13.0;31.0;2569.0;0.0;0.0;2.52;0.0;0.0;6.0;0.0;2.0;1350000.0;900000.0
979;16/17;Arnaut Danjuma;11.813030057420567;11.119882876860622;178.0;20;Forward;right;25.0;0.0;9.0;35.0;1601.0;0.0;1.0;1.6466666666666665;0.0;0.0;7.0;9.0;3.0;135000.0;67500.0
980;19/20;Arne Maier;16.45099006623165;16.543363386362664;186.0;21;Midfielder;right;8.0;0.0;0.0;13.0;467.0;0.0;0.0;0.38999999999999996;0.0;0.0;2.0;3.0;0.0;13950000.0;15300000.0
981;18/19;Arne Maier;16.888203872654394;16.801192495664765;186.0;20;Midfielder;right;26.0;0.0;0.0;26.0;2248.0;0.0;0.0;2.145;0.0;0.0;5.0;1.0;2.0;21600000.0;19800000.0
982;17/18;Arne Maier;15.725053062848712;15.725053062848712;186.0;19;Midfielder;right;32.0;3.0;1.0;37.0;2462.0;0.0;0.0;1.1266666666666667;0.0;0.0;8.0;5.0;2.0;6750000.0;6750000.0
983;16/17;Arne Maier;12.100712129872347;16.45099006623165;186.0;18;Midfielder;right;19.0;6.0;3.0;21.0;1485.0;0.0;0.0;2.3333333333333335;0.0;0.0;8.0;1.0;1.0;180000.0;13950000.0
984;19/20;Arthur Masuaku;15.58195221920804;15.789591583986283;179.0;26;Defender;left;16.0;1.0;0.0;20.0;1000.0;0.0;0.0;0.535;0.0;1.0;2.0;5.0;3.0;5850000.0;7200000.0
985;18/19;Arthur Masuaku;15.65606019136176;15.65606019136176;179.0;25;Defender;left;27.0;2.0;0.0;40.0;2025.0;0.0;0.0;1.5366666666666668;0.0;0.0;1.0;5.0;3.0;6300000.0;6300000.0
986;17/18;Arthur Masuaku;15.65606019136176;15.65606019136176;179.0;24;Defender;left;33.0;3.0;1.0;39.0;2401.0;0.0;0.0;1.53;1.0;0.0;8.0;6.0;5.0;6300000.0;6300000.0
987;16/17;Arthur Masuaku;15.65606019136176;15.65606019136176;179.0;23;Defender;left;18.0;1.0;0.0;22.0;1247.0;0.0;0.0;0.7975;1.0;0.0;3.0;4.0;1.0;6300000.0;6300000.0
1000;19/20;Artur Ionita;14.962913010801817;15.214227439082721;184.0;29;Midfielder;both;25.0;2.0;0.0;28.0;1425.0;0.0;0.0;1.635;0.0;0.0;4.0;10.0;3.0;3150000.0;4050000.0
1001;18/19;Artur Ionita;15.214227439082721;15.096444403426338;184.0;28;Midfielder;both;39.0;2.0;3.0;39.0;3145.0;0.0;0.0;1.3050000000000002;1.0;0.0;15.0;3.0;4.0;4050000.0;3600000.0
1002;17/18;Artur Ionita;14.962913010801817;14.962913010801817;184.0;27;Midfielder;both;37.0;2.0;0.0;39.0;2761.0;0.0;0.0;2.04;0.0;0.0;15.0;5.0;4.0;3150000.0;3150000.0
1003;16/17;Artur Ionita;14.962913010801817;14.904072510778882;184.0;26;Midfielder;both;19.0;1.0;3.0;20.0;1393.0;0.0;0.0;2.085;0.0;0.0;3.0;4.0;5.0;3150000.0;2970000.0
1004;19/20;Arturo Calabresi;14.498607402670718;14.739769459487606;186.0;24;Defender;right;25.0;1.0;1.0;28.0;2194.0;0.0;0.0;0.9199999999999999;0.0;0.0;1.0;1.0;7.0;1980000.0;2520000.0
1005;18/19;Arturo Calabresi;14.297936707208567;14.403297222866392;186.0;23;Defender;right;21.0;0.0;1.0;40.0;1683.0;0.0;0.0;1.445;0.0;0.0;2.0;2.0;8.0;1620000.0;1800000.0
1006;17/18;Arturo Calabresi;13.353475098367715;13.199324418540456;186.0;22;Defender;right;11.0;0.0;0.0;37.0;885.0;0.0;0.0;1.585;0.0;0.0;1.0;1.0;3.0;630000.0;540000.0
1007;16/17;Arturo Calabresi;13.353475098367715;13.353475098367715;186.0;21;Defender;right;31.0;0.0;0.0;36.0;2652.0;1.0;0.0;0.6;0.0;1.0;3.0;1.0;7.0;630000.0;630000.0
1008;19/20;Arturo Vidal;16.108045315104818;16.349207371921707;180.0;32;Midfielder;right;31.0;3.0;6.0;36.0;1414.0;0.0;0.0;1.855;0.0;1.0;6.0;18.0;5.0;9900000.0;12600000.0
1009;18/19;Arturo Vidal;16.41820024340866;16.600521800202614;180.0;31;Midfielder;right;53.0;7.0;3.0;58.0;2744.0;0.0;0.0;2.33;0.0;0.0;12.0;24.0;10.0;13500000.0;16200000.0
1010;17/18;Arturo Vidal;17.26549810379586;17.26549810379586;180.0;30;Midfielder;right;35.0;2.0;6.0;35.0;2309.0;0.0;0.0;2.795;0.0;0.0;13.0;8.0;11.0;31500000.0;31500000.0
1011;16/17;Arturo Vidal;17.26549810379586;17.32106795495067;180.0;29;Midfielder;right;41.0;4.0;9.0;44.0;2946.0;0.0;0.0;2.43;0.0;1.0;12.0;7.0;10.0;31500000.0;33300000.0
1012;19/20;Ashley Barnes;15.789591583986283;16.012735135300492;186.0;30;Forward;right;19.0;0.0;6.0;19.0;1361.0;0.0;1.0;1.26;0.0;0.0;12.0;2.0;4.0;7200000.0;9000000.0
1013;18/19;Ashley Barnes;16.012735135300492;15.789591583986283;186.0;29;Forward;right;43.0;2.0;13.0;46.0;2832.0;1.0;3.0;0.8666666666666667;0.0;0.0;13.0;13.0;10.0;9000000.0;7200000.0
1014;17/18;Ashley Barnes;15.789591583986283;15.096444403426338;186.0;28;Forward;right;39.0;0.0;10.0;40.0;2457.0;0.0;0.0;0.9733333333333333;0.0;0.0;7.0;15.0;10.0;7200000.0;3600000.0
1015;16/17;Ashley Barnes;14.626440774180603;14.403297222866392;186.0;27;Forward;right;31.0;3.0;6.0;31.0;1831.0;0.0;2.0;1.2000000000000002;0.0;1.0;12.0;11.0;7.0;2250000.0;1800000.0
1016;19/20;Ashley Westwood;15.414898134544874;15.65606019136176;174.0;30;Midfielder;right;28.0;5.0;2.0;28.0;2430.0;0.0;0.0;1.5;0.0;0.0;0.0;1.0;9.0;4950000.0;6300000.0
1017;18/19;Ashley Westwood;15.65606019136176;15.096444403426338;174.0;29;Midfielder;right;41.0;8.0;2.0;46.0;3382.0;0.0;0.0;0.7375;0.0;0.0;3.0;4.0;6.0;6300000.0;3600000.0
1018;17/18;Ashley Westwood;15.096444403426338;15.096444403426338;174.0;28;Midfielder;right;22.0;1.0;0.0;41.0;1406.0;0.0;0.0;1.08;0.0;0.0;3.0;7.0;3.0;3600000.0;3600000.0
1019;16/17;Ashley Westwood;15.096444403426338;15.096444403426338;174.0;27;Midfielder;right;33.0;0.0;0.0;45.0;2223.0;0.0;0.0;0.6133333333333333;0.0;0.0;7.0;8.0;6.0;3600000.0;3600000.0
1020;19/20;Ashley Young;14.873300852112129;15.096444403426338;175.0;34;Midfielder;both;25.0;3.0;2.0;34.0;1862.0;0.0;0.0;2.3000000000000003;0.0;0.0;3.0;5.0;8.0;2880000.0;3600000.0
1021;18/19;Ashley Young;15.319587954740548;15.65606019136176;175.0;33;Midfielder;both;41.0;3.0;2.0;48.0;3509.0;0.0;0.0;1.3725;0.0;1.0;1.0;3.0;12.0;4500000.0;6300000.0
1022;17/18;Ashley Young;15.65606019136176;15.319587954740548;175.0;32;Midfielder;both;39.0;7.0;2.0;46.0;3156.0;0.0;0.0;1.7425;0.0;0.0;9.0;3.0;9.0;6300000.0;4500000.0
1023;16/17;Ashley Young;15.319587954740548;15.65606019136176;175.0;31;Midfielder;both;23.0;1.0;0.0;38.0;1469.0;0.0;0.0;2.3025;0.0;0.0;5.0;8.0;5.0;4500000.0;6300000.0
1024;19/20;Asier Illarramendi;16.384298691732976;16.600521800202614;179.0;30;Midfielder;right;3.0;0.0;0.0;3.0;217.0;0.0;0.0;1.33;0.0;0.0;1.0;0.0;0.0;13050000.0;16200000.0
1025;18/19;Asier Illarramendi;16.929025867174648;16.929025867174648;179.0;29;Midfielder;right;26.0;1.0;1.0;28.0;2017.0;0.0;0.0;1.4449999999999998;0.0;0.0;4.0;4.0;10.0;22500000.0;22500000.0
1026;17/18;Asier Illarramendi;16.70588231586044;16.70588231586044;179.0;28;Midfielder;right;44.0;6.0;7.0;44.0;3738.0;0.0;0.0;1.455;0.0;1.0;2.0;3.0;11.0;18000000.0;18000000.0
1027;16/17;Asier Illarramendi;16.41820024340866;16.41820024340866;179.0;27;Midfielder;right;39.0;4.0;1.0;39.0;3454.0;1.0;0.0;1.58;0.0;0.0;0.0;1.0;15.0;13500000.0;13500000.0
1028;19/20;Asier Villalibre;14.873300852112129;15.096444403426338;184.0;22;Forward;left;13.0;1.0;3.0;17.0;537.0;0.0;0.0;1.945;0.0;0.0;5.0;7.0;0.0;2880000.0;3600000.0
1029;18/19;Asier Villalibre;14.403297222866392;13.199324418540456;184.0;21;Forward;left;38.0;5.0;23.0;38.0;3234.0;0.0;3.0;1.5;0.0;0.0;7.0;2.0;3.0;1800000.0;540000.0
1030;17/18;Asier Villalibre;13.199324418540456;13.199324418540456;184.0;20;Forward;left;29.0;0.0;3.0;36.0;1011.0;0.0;0.0;1.2133333333333334;0.0;0.0;3.0;23.0;2.0;540000.0;540000.0
1031;16/17;Asier Villalibre;13.353475098367715;13.017002861746503;184.0;19;Forward;left;41.0;8.0;11.0;44.0;3005.0;0.0;3.0;1.13;0.0;0.0;1.0;9.0;5.0;630000.0;450000.0
1036;19/20;Assane Dioussé;14.585618779660347;14.808762330974558;175.0;22;Midfielder;left;11.0;0.0;0.0;18.0;455.0;0.0;0.0;1.25;0.0;0.0;4.0;6.0;1.0;2160000.0;2700000.0
1037;18/19;Assane Dioussé;15.214227439082721;15.319587954740548;175.0;21;Midfielder;left;24.0;0.0;0.0;38.0;1207.0;0.0;0.0;0.91;0.0;0.0;6.0;11.0;6.0;4050000.0;4500000.0
1038;17/18;Assane Dioussé;15.319587954740548;15.319587954740548;175.0;20;Midfielder;left;26.0;0.0;1.0;38.0;1360.0;0.0;0.0;2.34;0.0;0.0;11.0;9.0;4.0;4500000.0;4500000.0
1039;16/17;Assane Dioussé;15.096444403426338;15.096444403426338;175.0;19;Midfielder;left;35.0;0.0;0.0;38.0;2455.0;0.0;0.0;1.175;0.0;0.0;5.0;9.0;13.0;3600000.0;3600000.0
1040;19/20;Aurélien Chedjou;12.58621994565405;12.793859310432293;184.0;34;Defender;right;28.0;0.0;0.0;30.0;2354.0;0.0;0.0;0.48200000000000004;1.0;1.0;0.0;1.0;2.0;292500.0;360000.0
1041;18/19;Aurélien Chedjou;12.793859310432293;13.017002861746503;184.0;33;Defender;right;26.0;0.0;1.0;32.0;2324.0;1.0;0.0;1.19;0.0;0.0;1.0;0.0;4.0;360000.0;450000.0
1042;17/18;Aurélien Chedjou;13.422467969854667;13.933293593620657;184.0;32;Defender;right;1.0;0.0;0.0;7.0;53.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;675000.0;1125000.0
1043;16/17;Aurélien Chedjou;14.808762330974558;15.096444403426338;184.0;31;Defender;right;20.0;1.0;1.0;27.0;1707.0;1.0;0.0;2.04;1.0;0.0;0.0;1.0;1.0;2700000.0;3600000.0
1060;19/20;Aymen Barkok;13.972514306773938;14.115615150414612;188.0;21;Midfielder;right;11.0;0.0;4.0;14.0;736.0;0.0;2.0;1.61;0.0;0.0;3.0;3.0;1.0;1170000.0;1350000.0
1061;18/19;Aymen Barkok;14.403297222866392;14.115615150414612;188.0;20;Midfielder;right;16.0;0.0;1.0;22.0;841.0;0.0;0.0;0.6666666666666666;0.0;0.0;5.0;8.0;0.0;1800000.0;1350000.0
1062;17/18;Aymen Barkok;14.403297222866392;14.403297222866392;188.0;19;Midfielder;right;10.0;1.0;0.0;21.0;354.0;0.0;0.0;2.2800000000000002;0.0;0.0;3.0;7.0;1.0;1800000.0;1800000.0
1063;16/17;Aymen Barkok;13.933293593620657;13.933293593620657;188.0;18;Midfielder;right;27.0;4.0;4.0;38.0;1470.0;0.0;0.0;1.9533333333333334;0.0;1.0;7.0;12.0;3.0;1125000.0;1125000.0
1064;19/20;Aymeric Laporte;17.80449460452855;18.02763815584276;190.0;25;Defender;left;8.0;0.0;0.0;8.0;541.0;0.0;0.0;2.855;0.0;0.0;5.0;0.0;1.0;54000000.0;67500000.0
1065;18/19;Aymeric Laporte;18.02763815584276;17.80449460452855;190.0;24;Defender;left;51.0;3.0;5.0;55.0;4352.0;0.0;0.0;2.7479999999999998;0.0;0.0;4.0;2.0;5.0;67500000.0;54000000.0
1066;17/18;Aymeric Laporte;17.622173047734595;17.622173047734595;190.0;23;Defender;left;43.0;3.0;1.0;50.0;3867.0;1.0;0.0;1.2357142857142858;0.0;0.0;1.0;0.0;7.0;45000000.0;45000000.0
1067;16/17;Aymeric Laporte;16.929025867174648;16.929025867174648;190.0;22;Defender;left;43.0;0.0;2.0;44.0;3765.0;0.0;0.0;1.9733333333333334;0.0;0.0;2.0;0.0;12.0;22500000.0;22500000.0
1068;19/20;Ayoze Pérez;16.888203872654394;17.111347423968603;178.0;26;Forward;right;31.0;5.0;7.0;37.0;2039.0;0.0;1.0;2.2399999999999998;0.0;0.0;22.0;4.0;0.0;21600000.0;27000000.0
1069;18/19;Ayoze Pérez;16.70588231586044;16.012735135300492;178.0;25;Forward;right;41.0;4.0;13.0;42.0;3004.0;0.0;0.0;0.85;0.0;0.0;15.0;7.0;3.0;18000000.0;9000000.0
1070;17/18;Ayoze Pérez;16.012735135300492;15.789591583986283;178.0;24;Forward;right;37.0;4.0;10.0;39.0;2588.0;1.0;0.0;2.11;0.0;0.0;13.0;8.0;3.0;9000000.0;7200000.0
1071;16/17;Ayoze Pérez;15.789591583986283;15.789591583986283;178.0;23;Forward;right;41.0;7.0;12.0;49.0;2522.0;0.0;0.0;2.1666666666666665;0.0;0.0;10.0;14.0;2.0;7200000.0;7200000.0
1072;19/20;Aïssa Mandi;16.48273876454623;16.70588231586044;184.0;28;Defender;right;23.0;0.0;0.0;26.0;2068.0;0.0;0.0;2.115;0.0;0.0;2.0;0.0;8.0;14400000.0;18000000.0
1073;18/19;Aïssa Mandi;16.48273876454623;16.349207371921707;184.0;27;Defender;right;48.0;1.0;2.0;49.0;4260.0;0.0;0.0;1.4233333333333331;0.0;0.0;2.0;1.0;13.0;14400000.0;12600000.0
1074;17/18;Aïssa Mandi;15.907374619642667;15.789591583986283;184.0;26;Defender;right;35.0;0.0;1.0;38.0;3115.0;0.0;0.0;0.825;1.0;0.0;0.0;0.0;9.0;8100000.0;7200000.0
1075;16/17;Aïssa Mandi;15.501909511534503;15.501909511534503;184.0;25;Defender;right;28.0;1.0;2.0;31.0;2373.0;0.0;0.0;1.21;0.0;0.0;4.0;1.0;5.0;5400000.0;5400000.0
1084;19/20;Bakaye Dibassy;14.403297222866392;14.626440774180603;183.0;30;Defender;left;25.0;0.0;2.0;26.0;2170.0;1.0;0.0;0.8033333333333333;1.0;0.0;1.0;0.0;5.0;1800000.0;2250000.0
1085;18/19;Bakaye Dibassy;14.808762330974558;15.096444403426338;183.0;29;Defender;left;37.0;1.0;1.0;42.0;3124.0;0.0;0.0;1.8033333333333335;1.0;0.0;0.0;3.0;5.0;2700000.0;3600000.0
1086;17/18;Bakaye Dibassy;15.096444403426338;14.808762330974558;183.0;28;Defender;left;35.0;2.0;1.0;38.0;3002.0;0.0;0.0;1.4466666666666665;0.0;0.0;3.0;1.0;4.0;3600000.0;2700000.0
1087;16/17;Bakaye Dibassy;13.487006490992238;13.199324418540456;183.0;27;Defender;left;37.0;1.0;5.0;38.0;3255.0;0.0;0.0;1.76;0.0;0.0;2.0;0.0;5.0;720000.0;540000.0
1092;19/20;Baptiste Santamaria;15.65606019136176;15.907374619642667;183.0;25;Midfielder;right;30.0;1.0;1.0;30.0;2716.0;1.0;0.0;1.4449999999999998;0.0;0.0;1.0;0.0;1.0;6300000.0;8100000.0
1093;18/19;Baptiste Santamaria;15.501909511534503;15.501909511534503;183.0;24;Midfielder;right;40.0;0.0;1.0;40.0;3457.0;0.0;0.0;0.4033333333333333;0.0;0.0;4.0;1.0;2.0;5400000.0;5400000.0
1094;17/18;Baptiste Santamaria;14.808762330974558;14.808762330974558;183.0;23;Midfielder;right;33.0;0.0;0.0;36.0;2732.0;0.0;0.0;1.3533333333333335;0.0;0.0;8.0;2.0;6.0;2700000.0;2700000.0
1095;16/17;Baptiste Santamaria;14.626440774180603;14.626440774180603;183.0;22;Midfielder;right;43.0;0.0;0.0;45.0;3615.0;1.0;0.0;1.87;0.0;0.0;9.0;2.0;2.0;2250000.0;2250000.0
1100;19/20;Bartosz Bereszynski;15.58195221920804;15.789591583986283;183.0;27;Defender;right;18.0;1.0;0.0;20.0;1585.0;0.0;0.0;1.97;0.0;0.0;3.0;0.0;6.0;5850000.0;7200000.0
1101;18/19;Bartosz Bereszynski;16.012735135300492;16.108045315104818;183.0;26;Defender;right;28.0;2.0;0.0;35.0;2270.0;0.0;0.0;2.2199999999999998;0.0;1.0;2.0;3.0;5.0;9000000.0;9900000.0
1102;17/18;Bartosz Bereszynski;16.195056692094447;15.789591583986283;183.0;25;Defender;right;31.0;1.0;0.0;38.0;2483.0;0.0;0.0;1.45;0.0;0.0;4.0;3.0;5.0;10800000.0;7200000.0
1103;16/17;Bartosz Bereszynski;14.403297222866392;14.115615150414612;183.0;24;Defender;right;35.0;4.0;0.0;45.0;2855.0;0.0;0.0;0.9516666666666667;0.0;0.0;2.0;4.0;7.0;1800000.0;1350000.0
1104;19/20;Bartosz Kapustka;13.892471599100402;14.115615150414612;179.0;23;Midfielder;right;2.0;1.0;0.0;2.0;173.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1080000.0;1350000.0
